Core checksum filename	Core checksum
O19-4_S3_L003_R1_001.fastq.gz	b77c2c83c346bb79b8433b010c56bf3a
O19-4_S3_L004_R1_001.fastq.gz	3ed02e465e80e2f2ad0a73fb1e639140
O19-5_S4_L001_R1_001.fastq.gz	590a907e15bd5ab5b11bdda53c803bc7
O19-5_S4_L002_R1_001.fastq.gz	0c9415e9084bfb9de8a75dc4a9a11fd9
O19-5_S4_L003_R1_001.fastq.gz	0f27e378476265778b7f07704f0c79ca
O19-5_S4_L004_R1_001.fastq.gz	9bcfb5975b43d311754bdce957c85f6c
O19-6_S5_L001_R1_001.fastq.gz	5d92ffbf5c96c8607bf1c7048189956a
O19-6_S5_L002_R1_001.fastq.gz	4b2e88b720483b55b48a016cd62a2f3a
O19-6_S5_L003_R1_001.fastq.gz	7af9f0f26a85abab8fe91f31db0450f4
O19-6_S5_L004_R1_001.fastq.gz	51f5eb5915f29dc3dfa31bfa3c328e97
O19-7_S6_L001_R1_001.fastq.gz	437e6d46801cd34c73a3a9cdd7af368f
O19-7_S6_L002_R1_001.fastq.gz	0429efafe5155fbc5be97fb9e42e7eb5
O19-7_S6_L003_R1_001.fastq.gz	ec09f0cc1b9bd980fc373164a767a7b8
O19-7_S6_L004_R1_001.fastq.gz	ae95cf2c267270d1b95dd0041cdb5e95
O19-8_S7_L001_R1_001.fastq.gz	d1abdc50f2a927b8168c21735b315595
O19-8_S7_L002_R1_001.fastq.gz	645b76936ba574f79fa03384a567940f
O19-8_S7_L003_R1_001.fastq.gz	db7bc4cd88445658d251e77ebe432b09
O19-8_S7_L004_R1_001.fastq.gz	68dcfa9480873e75602d0a0088c2b9df
O19-9_S8_L001_R1_001.fastq.gz	0769066f44d273427fca914162777605
O19-9_S8_L002_R1_001.fastq.gz	e52158ebe3681b4acfee5436b3f0d5f9
O19-9_S8_L003_R1_001.fastq.gz	852b50d78348a852b7d67783c0284a0e
O19-9_S8_L004_R1_001.fastq.gz	b0e06d0b70618e9d8c6dbaac1ea0227e
O2-01_S14_L005_R1_001.fastq.gz	ca04cce5f093f2638fad26939b9dd491
O2-01_S14_L006_R1_001.fastq.gz	fa6e477299e8d136c7904bb302bd8321
O2-01_S14_L007_R1_001.fastq.gz	6eacea95741f5d58e9e0817a1762f6f9
O2-01_S14_L008_R1_001.fastq.gz	16f4b339f8462ac41a1482b2954b1128
O2-02_S15_L005_R1_001.fastq.gz	d24ee1fe0f9abaaf7fedf3cd6b8900d3
O2-02_S15_L006_R1_001.fastq.gz	f3d3391404b53385ddc57dfd9274d300
O2-02_S15_L007_R1_001.fastq.gz	9c8e19e7dec4ca28628044aacde9243b
O2-02_S15_L008_R1_001.fastq.gz	d584748818433da7f8fcbca427ec9a8b
O2-03_S1_L001_R1_001.fastq.gz	ab746119bf10b954ed34ae47ea6f9534
O2-03_S1_L002_R1_001.fastq.gz	1797a82f164c359cd828dadd44ba10f6
O2-03_S1_L003_R1_001.fastq.gz	17fd016b25dddd14dc1838cb5e8d7067
O2-03_S1_L004_R1_001.fastq.gz	188a0c670ef14a8f67705146ac3306c8
O2-04_S5_L001_R1_001.fastq.gz	8295554004b2a09dbd2d457bbe7cc862
O2-04_S5_L002_R1_001.fastq.gz	bdb3c55f63f05e5b64f55409e07d21e7
O2-04_S5_L003_R1_001.fastq.gz	6b5c22b7860e107377c8acd558e29826
O2-04_S5_L004_R1_001.fastq.gz	d6e300b282eef806242e8f6f0ecd5635
O2-05_S4_L001_R1_001.fastq.gz	565c33326d3b881d3ec3fea372f01b5a
O2-05_S4_L002_R1_001.fastq.gz	d0e9e1fdbe804a3098da90cd8218c341
O2-05_S4_L003_R1_001.fastq.gz	27c74c92eace673728236af96294c0fb
O2-05_S4_L004_R1_001.fastq.gz	f59ccad15537a9a33da692566e15f7b3
O2-06_S10_L005_R1_001.fastq.gz	4eb9f4ae174b58cf281d33ad780c7531
O2-06_S10_L006_R1_001.fastq.gz	1f6b06100e87b3cbeadbf7250ce1befe
O2-06_S10_L007_R1_001.fastq.gz	bef7148126cd53f0a272d34d91d6d527
O2-06_S10_L008_R1_001.fastq.gz	0d2cc41dc3ed813d42d421b9469ba12e
O2-07_S11_L005_R1_001.fastq.gz	a0c9d11d059ef5a39f6ff551d0a9ebd2
O2-07_S11_L006_R1_001.fastq.gz	119b16cffa5aef758959989f77328c62
O2-07_S11_L007_R1_001.fastq.gz	95cf11c3b35d88239a7c272c28ddaf9a
O2-07_S11_L008_R1_001.fastq.gz	39853693a82021fdd7c755eab9bf2098
O2-08_S8_L001_R1_001.fastq.gz	9d3b6a5448d7a7ad815758f811cf5228
O2-08_S8_L002_R1_001.fastq.gz	03cd5287b9729a487a133ffe3c4fbb9c
O2-08_S8_L003_R1_001.fastq.gz	f2c08db4851239d2480d0d46b4cc6800
O2-08_S8_L004_R1_001.fastq.gz	e49a9e01600036c445fd2a4b355a67fe
O2-09_S10_L005_R1_001.fastq.gz	6a117ee9d846b22a737a4680faee2a2f
O2-09_S10_L006_R1_001.fastq.gz	1faa682d6cb07f3e24f5051822786fbc
O2-09_S10_L007_R1_001.fastq.gz	5b335e45405bbe21cba1f148cafabfea
O2-09_S10_L008_R1_001.fastq.gz	3d39b193b2f2f423fe3f1d2142bf70b8
O2-10_S8_L001_R1_001.fastq.gz	e75cacb4bcbfd2085d7132d90cf1e24c
O2-10_S8_L002_R1_001.fastq.gz	23bfea5a4e19a7f36ad6ac72664c3b32
O2-10_S8_L003_R1_001.fastq.gz	0690446e2dcdc39cace564f4f0e3c958
O2-10_S8_L004_R1_001.fastq.gz	cab867344396b5abfcf03377f6104d5b
O2-11_S7_L001_R1_001.fastq.gz	39d42cce5551f8e04a1bc1e28c685b4b
O2-11_S7_L002_R1_001.fastq.gz	1c9dc80b6806f39990f62e3bc54b4a08
O2-11_S7_L003_R1_001.fastq.gz	7f5bd717510e31978bced2ec90a98262
O2-11_S7_L004_R1_001.fastq.gz	8336543a8c1b382b4eae223af66160e6
O2-12_S3_L001_R1_001.fastq.gz	fe456690ca8c07ba5b7f7ea7222c6577
O2-12_S3_L002_R1_001.fastq.gz	cea08a05ebb044dc90992c2a72afbd2c
O2-12_S3_L003_R1_001.fastq.gz	64cd235681e9ae6886bef49f24d708f6
O2-12_S3_L004_R1_001.fastq.gz	d76a63e7430da85098e47f5a3b043810
O2-13_S9_L005_R1_001.fastq.gz	ac1af0fb75f4da40df0cc2145e520802
O2-13_S9_L006_R1_001.fastq.gz	871b9238275184868dc70fdfe2ff7d91
O2-13_S9_L007_R1_001.fastq.gz	a0ac938fc3c86816daf34c039dc4b1a8
O2-13_S9_L008_R1_001.fastq.gz	18fcaca0f94838c514bfb6fc57606ba5
O2-14_S14_L005_R1_001.fastq.gz	7218952fb86845163f8d8b98d07dbb14
O2-14_S14_L006_R1_001.fastq.gz	09d546f585795ab9ebcf759aa360e96a
O2-14_S14_L007_R1_001.fastq.gz	1f8c4df15369202614b48b4b0ee31351
O2-14_S14_L008_R1_001.fastq.gz	051fe71a24db531c65ba04ce20278319
O2-15_S4_L001_R1_001.fastq.gz	83e6f2dd5ce6801532227f8d3f9054bf
O2-15_S4_L002_R1_001.fastq.gz	2e76facb1832533051436bb576927c99
O2-15_S4_L003_R1_001.fastq.gz	470e8c7d0066096cd14ad5e8a0014a1c
O2-15_S4_L004_R1_001.fastq.gz	ba2a8464a03b342743ae2a1f31a73d5e
O2-16_S13_L005_R1_001.fastq.gz	ff69989b8203e4d07a365fd597da1776
O2-16_S13_L006_R1_001.fastq.gz	40f9993ce2c671df332f7b4908c37206
O2-16_S13_L007_R1_001.fastq.gz	d28eb85770f78b321ca4e47f3bb82e62
O2-16_S13_L008_R1_001.fastq.gz	c584a0d0fde0baad0d3e3e993bbd9f98
O8-01_S16_L005_R1_001.fastq.gz	5c44406b437747c066717c3095761419
O8-01_S16_L006_R1_001.fastq.gz	d4bd54d3eced7b430559a062ab83331c
O8-01_S16_L007_R1_001.fastq.gz	d9bcdb7202aaebea84fc059834bf5238
O8-01_S16_L008_R1_001.fastq.gz	20c47c90fe26aaf549b1286efc46d6c7
O8-02_S13_L005_R1_001.fastq.gz	b502ccc237c11a658e25859639b0432f
O8-02_S13_L006_R1_001.fastq.gz	7ce33b125ed1091bd7520718e43a2e67
O8-02_S13_L007_R1_001.fastq.gz	1d7ce38dad6e7856b8ed362b2c0b0062
O8-02_S13_L008_R1_001.fastq.gz	463f1ef57d70ebee43401eb88297bbf1
O8-03_S3_L001_R1_001.fastq.gz	5686758574f9338b33c8c9aacc1ee584
O8-03_S3_L002_R1_001.fastq.gz	6c077b514861506e7bc94e9d94c773d9
O8-03_S3_L003_R1_001.fastq.gz	6681b4fa23f0f05ce4b938a5c40112f8
O8-03_S3_L004_R1_001.fastq.gz	a59cc6aff434923bd3fd8dac01ad8737
O8-04_S7_L001_R1_001.fastq.gz	a53abb6fb0bf328d67bcc04cf1b49d19
O8-04_S7_L002_R1_001.fastq.gz	40b9c3ff1a22f5cd0b4f2f412b7d38b4
O8-04_S7_L003_R1_001.fastq.gz	3df72b586511d3b65bcb0dc3df7309bd
O8-04_S7_L004_R1_001.fastq.gz	5f8933de89d7c7ab48fa466d76093c55
O8-05_S2_L001_R1_001.fastq.gz	4f1c52543bc0815444820ae3961760fc
O8-05_S2_L002_R1_001.fastq.gz	1e6a900e1e483df793c056c264c587d7
O8-05_S2_L003_R1_001.fastq.gz	681d71e2016daa166b2c80ce00ee18dc
O8-05_S2_L004_R1_001.fastq.gz	fd5e5b388c207ff8479108f7aa4cc5b2
O8-06_S12_L005_R1_001.fastq.gz	376d25749ee307a179b77cf51caff11f
O8-06_S12_L006_R1_001.fastq.gz	3a0e8973bb87d98270d724c2de6577c8
O8-06_S12_L007_R1_001.fastq.gz	2cce11a4beeaf04523df91545ab0eb56
O8-06_S12_L008_R1_001.fastq.gz	2260b6734939275df0b9cdb8a4133f85
O8-07_S9_L005_R1_001.fastq.gz	9ec8da7849a446984bfaa727ddcbfe59
O8-07_S9_L006_R1_001.fastq.gz	01380d2bb7569dc203f242746e44d0b2
O8-07_S9_L007_R1_001.fastq.gz	a60234f5fb464960177ccd6a10479f1c
O8-07_S9_L008_R1_001.fastq.gz	70c1e86dc24cf9817df81187577ab5ff
O8-08_S6_L001_R1_001.fastq.gz	6b248fe059d751816c3dcdc5339582c0
O8-08_S6_L002_R1_001.fastq.gz	73e68a3c5883aef130051ede4b505b9a
O8-08_S6_L003_R1_001.fastq.gz	2ffae64915fdf8da1e5426341af22ebd
O8-08_S6_L004_R1_001.fastq.gz	93ad478e9ea5f3bb315fb8da05eff9ea
O8-09_S5_L001_R1_001.fastq.gz	238f2b9282876468d7c9d1770c926370
O8-09_S5_L002_R1_001.fastq.gz	c929b5a71953aee5a8fffdf7f6c9ac6e
O8-09_S5_L003_R1_001.fastq.gz	fc5c671811abb389dd4e4ca4dc1b311e
O8-09_S5_L004_R1_001.fastq.gz	faeb6aa955f1b61ac751fc7d3fb42b10
O8-10_S2_L001_R1_001.fastq.gz	170ce7e19c57b086eb6c000cc591461e
O8-10_S2_L002_R1_001.fastq.gz	5870b879ffeda1c0457202c550eb83e6
O8-10_S2_L003_R1_001.fastq.gz	af21ea5e50eaed6b518077b66a38c749
O8-10_S2_L004_R1_001.fastq.gz	50887c52cbea522c2398d140e4d9a0ee
O8-11_S12_L005_R1_001.fastq.gz	82c6a443f5eabbea0f3b624b5e6c23f1
O8-11_S12_L006_R1_001.fastq.gz	ce2bd4eb73a02409c5c270dbaa6269f4
O8-11_S12_L007_R1_001.fastq.gz	22b20ab10bd2c52f22989d3a5701c99a
O8-11_S12_L008_R1_001.fastq.gz	abacb4b3d9716e5f916718bcbb040d93
O8-12_S16_L005_R1_001.fastq.gz	ac1e4b5345311b9cf5aa6aa1a98beaca
O8-12_S16_L006_R1_001.fastq.gz	e8328a553936ab40aa270f3872f41a24
O8-12_S16_L007_R1_001.fastq.gz	0998771fd994a35ba9a8dbabaf1960c0
O8-12_S16_L008_R1_001.fastq.gz	2ed254e9c386ecce4f4f601b3f3a437e
O8-13_S15_L005_R1_001.fastq.gz	a6bf5930a65e24fbf847bceea55788c1
O8-13_S15_L006_R1_001.fastq.gz	5058e569ac070ea1e2644d90fbfeab00
O8-13_S15_L007_R1_001.fastq.gz	0f4ba8d2e70918d149877dd713167543
O8-13_S15_L008_R1_001.fastq.gz	7bd61da24ab980af72e241de34d63d54
O8-14_S1_L001_R1_001.fastq.gz	5c7f48cf8a3a8077bb8062cccf582b68
O8-14_S1_L002_R1_001.fastq.gz	b2e70cd9559086278616807e98c6a8be
O8-14_S1_L003_R1_001.fastq.gz	e91934c79d572802fb61236935beb4bc
O8-14_S1_L004_R1_001.fastq.gz	3b2d5626a3436c2e235fa4c792904d32
O8-15_S6_L001_R1_001.fastq.gz	04c137454e1e206b16186d7ddf17d676
O8-15_S6_L002_R1_001.fastq.gz	e77d44f068124599eca405adaa97cbf8
O8-15_S6_L003_R1_001.fastq.gz	17132e65bda002d8cab066e89abd1e17
O8-15_S6_L004_R1_001.fastq.gz	3035033b8f763b95ab7333959100a290
O8-16_S11_L005_R1_001.fastq.gz	aac8569534b709ef8a80173e136e2afd
O8-16_S11_L006_R1_001.fastq.gz	c01fbaa0c1239b56eafd8a8fee2c9d04
O8-16_S11_L007_R1_001.fastq.gz	96fa34803fd72fdadeccbcc435726a9a
O8-16_S11_L008_R1_001.fastq.gz	6f388a04ab1c0980f0383e68faf653cb
O9-01_S1_L001_R1_001.fastq.gz	547f16fcab84661aa33eca6c07c3d44b
O9-01_S1_L002_R1_001.fastq.gz	4a8163e1825247d78fb65da173211cc8
O9-01_S1_L003_R1_001.fastq.gz	32c8964212e69476423283d0ffe867c2
O9-01_S1_L004_R1_001.fastq.gz	e1d12102ca5fba402a0d93166a136fd9
O9-02_S6_L001_R1_001.fastq.gz	1e5b5d9bbac3137500dc09c48a3f6755
O9-02_S6_L002_R1_001.fastq.gz	5d46cbf8921dc74a2023481fd862899d
O9-02_S6_L003_R1_001.fastq.gz	6dfa72307e43d628c7c085e39925e507
O9-02_S6_L004_R1_001.fastq.gz	e32c6c6a5b73843f8b0666be9996faf3
O9-03_S16_L005_R1_001.fastq.gz	f007fc44bb8406228f4da845322ccb8f
O9-03_S16_L006_R1_001.fastq.gz	c854ad374854c7b45a9833bda9b3a703
O9-03_S16_L007_R1_001.fastq.gz	5600f185d3f17b1b428998fd0f5efac5
O9-03_S16_L008_R1_001.fastq.gz	a7df6d75e785f6796059def914652d87
O9-04_S12_L005_R1_001.fastq.gz	eef3c44f2b414191bd189ff8ad6a4875
O9-04_S12_L006_R1_001.fastq.gz	cb090b08df40fc9e4f2195ea0d793a7d
O9-04_S12_L007_R1_001.fastq.gz	689af9ec81c09f2921b1b1a9658d4fbb
O9-04_S12_L008_R1_001.fastq.gz	765e46f7389f2811a1ee7bb8da8bc119
O9-05_S11_L005_R1_001.fastq.gz	3e2aeb4e93e836f37f4759eaff0c21e2
O9-05_S11_L006_R1_001.fastq.gz	4b19c72a58c6645f9f4075072bc2a89f
O9-05_S11_L007_R1_001.fastq.gz	0718eb40212df0dd28d2d0dd37275b81
O9-05_S11_L008_R1_001.fastq.gz	2176b6ede3a8cc75d4c18ffba2994e62
O9-06_S5_L001_R1_001.fastq.gz	76d97e7b50ea69817b7009a3dc4196a2
O9-06_S5_L002_R1_001.fastq.gz	02e8b696622400d52092c8c312719210
O9-06_S5_L003_R1_001.fastq.gz	b6980a52ee4d0c2d198a9518bb8b96a7
O9-06_S5_L004_R1_001.fastq.gz	a573b1d9a9d1186c99457ecf7ea85a5d
O9-07_S2_L001_R1_001.fastq.gz	15fa486b2d4b819b05725423122a9a5f
O9-07_S2_L002_R1_001.fastq.gz	f3a705b8dbdac06a7129fc3786302a5d
O9-07_S2_L003_R1_001.fastq.gz	dfa6913b2db345dff8849a1126a9dca0
O9-07_S2_L004_R1_001.fastq.gz	7b4edaf4142b04712f36375a641df214
O9-08_S15_L005_R1_001.fastq.gz	5d09a87dc916accf8b790bb0980f09e0
O9-08_S15_L006_R1_001.fastq.gz	6bef2293a3c91b90e6a49d3e08375a30
O9-08_S15_L007_R1_001.fastq.gz	070293de07a98c0492fa1929232d8473
O9-08_S15_L008_R1_001.fastq.gz	58cf13701cb0b4de8e2ef0e319b71acf
O9-09_S7_L001_R1_001.fastq.gz	c85d279c2c636fd343a8ab83d15d51f0
O9-09_S7_L002_R1_001.fastq.gz	72616fb8c30ebefa4643e5f9d210f56c
O9-09_S7_L003_R1_001.fastq.gz	dcd5e645275a3c079e15475c88ca6207
O9-09_S7_L004_R1_001.fastq.gz	85e742396209bb6ad11d8cf15bf103fd
O9-10_S9_L005_R1_001.fastq.gz	1283e36a57fce81bcebeb24cf07aedc6
O9-10_S9_L006_R1_001.fastq.gz	8d8e19a91b2e6df32920cea04d5c8bad
O9-10_S9_L007_R1_001.fastq.gz	ffa68f78ecbcafca3dcce08cb73065e8
O9-10_S9_L008_R1_001.fastq.gz	28688708eb6a9787fc4042343aa1db16
O9-11_S10_L005_R1_001.fastq.gz	d6539aedd75f09ad86ebe3a53eee56bd
O9-11_S10_L006_R1_001.fastq.gz	c50b280c663e728959b1c709b3cfde9e
O9-11_S10_L007_R1_001.fastq.gz	698d10eb97ce6a5af10ba8fc47097f63
O9-11_S10_L008_R1_001.fastq.gz	7eedafc7c34a5d7020d975268feba1f2
O9-12_S14_L005_R1_001.fastq.gz	d1f5f58b36b00f96163a779ce3aef11d
O9-12_S14_L006_R1_001.fastq.gz	c9b926714df160256849e5cb5d8f2a78
O9-12_S14_L007_R1_001.fastq.gz	e624df9e3f1dc3d0d5899c46d6bf0c12
O9-12_S14_L008_R1_001.fastq.gz	271a50c63e946df0f3d4d0f60db7d4dd
O9-13_S8_L001_R1_001.fastq.gz	d35dd0701ed26b5be430a506780d3be8
O9-13_S8_L002_R1_001.fastq.gz	f27eaf9db06b6924315bfe1d6422fca4
O9-13_S8_L003_R1_001.fastq.gz	151d625c9c08f96a828a13e9fd06ad22
O9-13_S8_L004_R1_001.fastq.gz	8413d5dbdf56c03875592cc87eb4685c
O9-14_S3_L001_R1_001.fastq.gz	85bf8efdabc3e3e39bcb340e908eacd4
O9-14_S3_L002_R1_001.fastq.gz	bdef3edb3db6f7907345146d83932f2f
O9-14_S3_L003_R1_001.fastq.gz	d501434c260cf23e60006e080ad7bed1
O9-14_S3_L004_R1_001.fastq.gz	46aa69ad31c8fc503dffedf0d574ea14
O9-15_S13_L005_R1_001.fastq.gz	4aadf5979459fa38d23d61ef81a205e3
O9-15_S13_L006_R1_001.fastq.gz	d99ca14e59587f8fea79aefa3a75af28
O9-15_S13_L007_R1_001.fastq.gz	2643293e4770886fdab02b0c2dfca0ec
O9-15_S13_L008_R1_001.fastq.gz	56818d43d491b76d9fee25e729947d8a
O9-16_S4_L001_R1_001.fastq.gz	3b84641ef39260b62567dcef016b7fc5
O9-16_S4_L002_R1_001.fastq.gz	5094d989ad79981cde2cb46ff28885f3
O9-16_S4_L003_R1_001.fastq.gz	7c2b6694046a0e3f5ad6820468816093
O9-16_S4_L004_R1_001.fastq.gz	32df56b4573cf3d0d5ccb13cd13404bb
